Specimen,Setting_cat,Organism_group,Organism,Total_isolates,Antibiotic,Susceptibility_%
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CEFTAZIDIME,89.09090423583984
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CEFTRIAXONE,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CIPROFLOXACIN,92.59259033203124
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CLINDAMYCIN,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,CO-TRIMOXAZOLE,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,COLISTIN BY MIC,92.72727012634276
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,ERTAPENEM,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,ERYTHROMYCIN,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,GENTAMICIN,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,IMIPENEM,92.59259033203124
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,LEVOFLOXACIN,85.45454406738281
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,MEROPENEM,92.59259033203124
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,PENICILLIN BY MIC,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,PIPERACILLIN / TAZOBACTAM,79.62963104248047
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,TETRACYCLINE,
All Specimen,Outpatient,Gram negative,Pseudomonas aeruginosa (all isolates),55.0,VANCOMYCIN,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,AMIKACIN,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CEFTAZIDIME,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CEFTRIAXONE,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CIPROFLOXACIN,94.20289611816406
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CLINDAMYCIN,79.71014404296875
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,CO-TRIMOXAZOLE,94.20289611816406
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,COLISTIN BY MIC,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,ERTAPENEM,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,ERYTHROMYCIN,76.81159210205078
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,GENTAMICIN,95.65217590332033
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,IMIPENEM,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,LEVOFLOXACIN,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,MEROPENEM,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,PENICILLIN BY MIC,10.14492702484131
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,TETRACYCLINE,36.23188400268555
All Specimen,Outpatient,Gram positive,Staphylococcus aureus (all isolates),69.0,VANCOMYCIN,100.0
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,AMIKACIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,AMPICILLIN,0.0
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CEFTAZIDIME,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CEFTRIAXONE,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CHLORAMPHENICOL,100.0
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CIPROFLOXACIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,CO-TRIMOXAZOLE,100.0
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,COLISTIN BY MIC,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,ERTAPENEM,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,GENTAMICIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,IMIPENEM,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,LEVOFLOXACIN,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,MEROPENEM,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,TETRACYCLINE,0.0
All Specimen,Overall,Gram negative,(Sterile sites) b,1.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,AMIKACIN,100.0
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CEFTAZIDIME,17.01388931274414
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CEFTRIAXONE,5.208333015441895
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CIPROFLOXACIN,20.48611068725586
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,COLISTIN BY MIC,99.64028549194336
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,ERTAPENEM,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,IMIPENEM,19.44444465637207
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,LEVOFLOXACIN,21.18055534362793
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,MEROPENEM,18.75
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,PIPERACILLIN / TAZOBACTAM,14.2348747253418
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,288.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,AMIKACIN,90.90909576416016
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CEFTAZIDIME,81.81818389892578
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CEFTRIAXONE,54.54545593261719
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CIPROFLOXACIN,81.81818389892578
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,COLISTIN BY MIC,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,ERTAPENEM,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,IMIPENEM,90.90909576416016
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,LEVOFLOXACIN,100.0
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,MEROPENEM,90.90909576416016
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,PIPERACILLIN / TAZOBACTAM,40.0
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Acinetobacter spp.,11.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,AMIKACIN,85.18518829345703
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CEFOPERAZONE / SULBACTAM,77.77777862548828
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CEFTAZIDIME,59.25925827026367
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CEFTRIAXONE,53.70370101928711
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CIPROFLOXACIN,62.96295928955078
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,COLISTIN BY MIC,79.62962865829468
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,ERTAPENEM,83.33332824707031
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,IMIPENEM,87.03704071044922
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,LEVOFLOXACIN,61.11111068725586
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,MEROPENEM,92.59259033203124
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,PIPERACILLIN / TAZOBACTAM,61.11111068725586
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Enterobacter cloacae,54.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,AMIKACIN,90.83769989013672
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,AMOXICILLIN/ CLAVULANIC ACID,68.45549774169922
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CEFOPERAZONE / SULBACTAM,92.40837860107422
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CEFTAZIDIME,77.35602569580078
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CEFTRIAXONE,59.55497741699219
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CIPROFLOXACIN,30.49738121032715
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,COLISTIN BY MIC,97.90576028823853
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,ERTAPENEM,95.2879638671875
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,IMIPENEM,95.54973602294922
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,LEVOFLOXACIN,25.26177978515625
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,MEROPENEM,95.81151580810548
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,PIPERACILLIN / TAZOBACTAM,84.12073516845703
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Escherichia coli (all isolates),764.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,AMIKACIN,100.0
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CEFOPERAZONE / SULBACTAM,100.0
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CEFTAZIDIME,90.90909576416016
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CEFTRIAXONE,81.81818389892578
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CIPROFLOXACIN,81.81818389892578
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,COLISTIN BY MIC,90.90909004211426
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,ERTAPENEM,100.0
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,IMIPENEM,81.81818389892578
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,LEVOFLOXACIN,72.7272720336914
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,MEROPENEM,100.0
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,PIPERACILLIN / TAZOBACTAM,90.90909576416016
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Klebsiella aerogenes,11.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,AMIKACIN,96.0264892578125
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,AMOXICILLIN/ CLAVULANIC ACID,64.56954193115234
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CEFOPERAZONE / SULBACTAM,82.78145599365234
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CEFTAZIDIME,64.9006576538086
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CEFTRIAXONE,59.6026496887207
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CIPROFLOXACIN,49.00662231445312
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,COLISTIN BY MIC,98.01324462890624
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,ERTAPENEM,89.40397644042969
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,IMIPENEM,91.39073181152344
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,LEVOFLOXACIN,48.3443717956543
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,MEROPENEM,90.72847747802734
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,PIPERACILLIN / TAZOBACTAM,72.51655578613281
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Klebsiella pneumoniae (all isolates),302.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,AMIKACIN,89.47368621826172
All Specimen,Overall,Gram negative,Morganella morganii,19.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CEFOPERAZONE / SULBACTAM,84.21052551269531
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CEFTAZIDIME,73.68421173095703
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CEFTRIAXONE,78.94737243652344
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CHLORAMPHENICOL,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CIPROFLOXACIN,57.89473724365234
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CLINDAMYCIN,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,COLISTIN BY MIC,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,ERTAPENEM,94.73684692382812
All Specimen,Overall,Gram negative,Morganella morganii,19.0,ERYTHROMYCIN,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,GENTAMICIN,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,IMIPENEM,10.52631568908691
All Specimen,Overall,Gram negative,Morganella morganii,19.0,LEVOFLOXACIN,57.89473724365234
All Specimen,Overall,Gram negative,Morganella morganii,19.0,MEROPENEM,94.73684692382812
All Specimen,Overall,Gram negative,Morganella morganii,19.0,PENICILLIN BY MIC,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,PIPERACILLIN / TAZOBACTAM,100.0
All Specimen,Overall,Gram negative,Morganella morganii,19.0,TETRACYCLINE,
All Specimen,Overall,Gram negative,Morganella morganii,19.0,VANCOMYCIN,
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,AMIKACIN,100.0
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,AMOXICILLIN/ CLAVULANIC ACID,30.15873146057129
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,AMPICILLIN,
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,CEFOPERAZONE / SULBACTAM,93.5483856201172
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,CEFOTAXIME,
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,CEFTAZIDIME,84.12698364257812
All Specimen,Overall,Gram negative,Proteus mirabilis,63.0,CEFTRIAXONE,77.77777862548828
